customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RegistrationDate,City,State,ZipCode,CustomerSegment,LastContactDate,TotalPayments,TotalPaid,AvgPayment,FailedPayments
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,No,2020-12-12,Bakersfield,CA,94107,High Value,2026-01-03,2,129.8,64.9,0
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,2022-05-21,Bakersfield,CA,93332,Medium Value,2025-10-24,4,293.78,73.44,1
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,No,2024-02-24,San Diego,CA,90941,Medium Value,2025-12-15,4,298.63,74.66,1
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,No,2022-01-22,San Jose,CA,91972,At Risk,2025-10-16,5,478.69,95.74,2
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,2021-12-02,Bakersfield,CA,94695,At Risk,2025-11-14,3,208.52,69.51,1
6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,No,2020-04-03,Santa Clarita,CA,93445,New Customer,2025-11-21,1,40.35,40.35,1
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,No,2020-11-11,Oakland,CA,92021,At Risk,2025-11-15,2,154.88,77.44,0
5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70,Yes,2021-01-15,Santa Clarita,CA,94599,At Risk,,2,79.4,39.7,0
3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,2025-12-02,Santa Clarita,CA,93666,Low Value,,2,285.85,142.93,0
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,2023-03-18,Los Angeles,CA,93478,High Value,,3,177.17,59.06,0
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,2025-09-02,Los Angeles,CA,92951,At Risk,2025-11-19,1,58.6,58.6,0
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,No,2024-04-02,Sacramento,CA,91326,High Value,,5,478.25,95.65,1
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,2024-03-21,Los Angeles,CA,95426,High Value,2025-10-12,1,98.66,98.66,0
4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,2024-01-23,San Diego,CA,94997,New Customer,2025-12-27,3,350.56,116.85,0
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No,2025-02-17,Anaheim,CA,93957,New Customer,2025-11-10,3,194.11,64.7,1
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,2024-01-12,Oakland,CA,94321,Medium Value,,2,252.88,126.44,1
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,2024-03-04,Santa Clarita,CA,91743,New Customer,,3,251.53,83.84,0
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,2022-07-15,Santa Clarita,CA,92901,Low Value,,3,285.61,95.2,0
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,2021-03-24,Sacramento,CA,90110,Medium Value,2025-10-23,4,357.43,89.36,1
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,2022-03-31,Sacramento,CA,93865,New Customer,2025-12-01,4,354.85,88.71,1
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,2022-04-20,San Diego,CA,92937,At Risk,,4,370.56,92.64,0
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,2020-07-25,Fresno,CA,92139,Medium Value,2025-11-26,1,79.19,79.19,0
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,2023-06-09,Santa Clarita,CA,92579,At Risk,2025-10-14,2,147.64,73.82,0
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109,No,2022-08-23,San Jose,CA,90657,High Value,,2,99.44,49.72,0
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,2023-06-03,Santa Clarita,CA,91166,Low Value,2025-11-05,1,20.44,20.44,1
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,2023-12-14,Santa Clarita,CA,90982,Medium Value,2025-10-16,3,264.45,88.15,0
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,2020-04-04,Bakersfield,CA,94869,Medium Value,2025-11-29,5,459.37,91.87,2
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,2021-11-23,Sacramento,CA,93806,High Value,2025-11-13,5,393.94,78.79,3
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,2025-06-12,Bakersfield,CA,94400,Low Value,,2,209.4,104.7,1
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,2020-08-31,San Francisco,CA,95475,High Value,,5,465.19,93.04,2
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,2020-08-02,Bakersfield,CA,91360,Low Value,,1,106.33,106.33,0
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,2024-07-11,San Diego,CA,92119,High Value,,1,99.82,99.82,0
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,2023-11-25,San Jose,CA,95206,Medium Value,,2,226.02,113.01,0
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,2020-08-14,Anaheim,CA,94230,Low Value,,5,390.81,78.16,3
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,2024-09-26,Sacramento,CA,93757,High Value,2025-10-22,3,263.75,87.92,0
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,2023-09-03,Sacramento,CA,94740,High Value,2026-01-05,3,411.63,137.21,2
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,2024-08-03,San Jose,CA,90034,Low Value,2025-12-17,4,441.21,110.3,1
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,2020-09-21,Los Angeles,CA,96140,At Risk,2025-10-10,2,79.06,39.53,0
2840-XANRC,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,2023-06-21,San Francisco,CA,92116,High Value,2025-11-05,1,114.36,114.36,0
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,2022-09-12,Fresno,CA,95601,Medium Value,2025-10-20,5,415.34,83.07,2
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,2024-01-22,Bakersfield,CA,95824,At Risk,,2,139.54,69.77,1
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264,No,2020-08-15,San Francisco,CA,90341,Medium Value,,2,129.54,64.77,1
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,2022-08-06,San Diego,CA,92713,At Risk,2026-01-05,2,193.61,96.8,0
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,2023-08-12,San Jose,CA,92181,At Risk,2025-10-28,1,77.62,77.62,0
8626-PTQGE,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,2022-02-21,Santa Clarita,CA,95647,New Customer,,2,201.83,100.92,0
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,2021-11-04,Los Angeles,CA,93527,High Value,,5,319.19,63.84,0
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,2022-06-08,Sacramento,CA,95714,High Value,2025-12-28,2,143.23,71.61,0
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,2022-02-16,Bakersfield,CA,95404,High Value,,5,338.68,67.74,1
5697-GOMBF,Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,2025-05-06,Los Angeles,CA,91559,Medium Value,,3,227.54,75.85,1
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,2025-10-28,Los Angeles,CA,90678,Low Value,,2,96.74,48.37,0
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,No,2025-09-02,Oakland,CA,90507,New Customer,,2,245.96,122.98,0
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No,2023-03-15,San Francisco,CA,94304,New Customer,2025-12-19,1,23.12,23.12,1
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,2023-02-15,Anaheim,CA,90192,At Risk,2025-10-09,4,247.58,61.9,2
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,2023-10-31,Anaheim,CA,92098,New Customer,2025-11-11,3,241.03,80.34,0
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,2022-04-04,San Jose,CA,90334,Medium Value,,2,97.81,48.9,0
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,2025-04-29,Bakersfield,CA,94341,High Value,,3,264.69,88.23,0
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,2024-01-13,Santa Clarita,CA,92169,Medium Value,,1,47.79,47.79,0
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,2024-04-03,Los Angeles,CA,91916,Low Value,2025-12-10,4,270.76,67.69,1
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,2022-10-19,Los Angeles,CA,91304,High Value,2025-10-18,1,38.3,38.3,0
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603,Yes,2022-09-03,San Jose,CA,93049,New Customer,2025-11-24,3,214.96,71.65,1
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,2022-09-26,Santa Clarita,CA,92876,High Value,,3,244.76,81.59,1
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,2020-05-07,Sacramento,CA,95558,Medium Value,,4,424.15,106.04,2
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,2025-01-26,Anaheim,CA,94997,New Customer,2025-12-27,3,348.22,116.07,1
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No,2020-10-10,Oakland,CA,93245,Medium Value,2025-10-23,5,318.99,63.8,1
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865,No,2025-04-13,Fresno,CA,92521,At Risk,2025-12-31,3,223.4,74.47,2
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,2020-07-04,San Francisco,CA,92695,Low Value,2025-12-17,1,23.86,23.86,0
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,2025-03-15,San Diego,CA,92242,High Value,,1,114.8,114.8,0
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,2020-05-08,Fresno,CA,93170,High Value,2025-10-30,3,278.57,92.86,0
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,2024-02-07,Oakland,CA,94392,High Value,2025-11-02,4,387.83,96.96,2
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,2022-07-07,Los Angeles,CA,92530,New Customer,2025-11-17,2,184.95,92.48,1
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,2023-12-18,Anaheim,CA,92474,High Value,2025-10-23,4,292.06,73.02,1
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,2021-08-08,San Jose,CA,90396,New Customer,2025-12-28,4,451.15,112.79,1
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,2022-02-10,Santa Clarita,CA,95777,New Customer,,5,512.3,102.46,1
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,2020-04-17,Bakersfield,CA,94446,At Risk,2025-12-12,4,340.61,85.15,0
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,2024-09-03,Los Angeles,CA,95553,High Value,2025-11-12,2,171.48,85.74,0
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes,2022-03-07,Anaheim,CA,95379,Low Value,,5,337.06,67.41,1
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889,No,2023-07-07,Fresno,CA,93373,At Risk,2025-11-11,5,371.08,74.22,2
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,2021-03-27,San Jose,CA,94220,Low Value,,4,195.75,48.94,1
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,2021-05-28,San Jose,CA,91909,Medium Value,,1,36.3,36.3,0
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,2021-09-06,Los Angeles,CA,92818,Medium Value,2025-11-26,4,241.67,60.42,0
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,2020-09-14,Los Angeles,CA,94919,At Risk,2025-12-31,5,551.84,110.37,1
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,2020-06-03,Sacramento,CA,90936,New Customer,2025-12-29,5,623.3,124.66,2
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,2020-12-23,Anaheim,CA,92039,Low Value,2025-11-17,5,499.54,99.91,1
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,2024-06-20,Fresno,CA,94798,Low Value,2025-10-20,5,573.01,114.6,2
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,2022-11-06,Oakland,CA,90527,High Value,2025-12-11,1,144.55,144.55,0
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,2021-12-08,Santa Clarita,CA,91557,Medium Value,2025-12-11,2,177.72,88.86,0
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,No,2020-02-15,San Jose,CA,95260,Low Value,,4,272.75,68.19,1
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,2024-10-26,San Diego,CA,91524,Low Value,2025-11-09,2,184.38,92.19,1
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,2025-03-27,Anaheim,CA,90434,New Customer,,2,156.65,78.32,0
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,2022-03-03,Sacramento,CA,90977,Low Value,,2,83.99,42.0,0
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,2021-02-17,Fresno,CA,94741,Low Value,2025-12-12,1,116.94,116.94,0
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,2022-09-14,Fresno,CA,93294,Low Value,2025-11-05,1,108.15,108.15,0
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,2023-07-13,San Diego,CA,95267,Low Value,2025-12-09,3,178.44,59.48,2
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,2022-08-20,Sacramento,CA,93897,At Risk,,5,530.37,106.07,2
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,2025-10-07,Santa Clarita,CA,92218,New Customer,2025-10-31,2,74.67,37.34,1
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,2023-03-21,Bakersfield,CA,90911,New Customer,2025-12-08,4,435.16,108.79,1
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,2022-05-31,Bakersfield,CA,93009,Medium Value,2025-10-15,4,292.49,73.12,1
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,2023-07-28,Fresno,CA,93962,High Value,2025-12-28,2,145.35,72.68,0
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,2022-07-13,San Diego,CA,93727,High Value,,4,256.04,64.01,0
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,2020-11-26,Bakersfield,CA,93963,Low Value,2025-11-10,4,313.2,78.3,0
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,2022-11-28,Anaheim,CA,93575,New Customer,2025-12-03,3,259.0,86.33,2
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,2023-05-11,San Diego,CA,91497,At Risk,2025-12-14,1,106.31,106.31,0
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,2021-03-12,Sacramento,CA,96080,Medium Value,2025-10-08,1,113.75,113.75,1
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,2023-06-04,Anaheim,CA,93405,Medium Value,2025-11-10,4,387.73,96.93,1
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,2025-03-08,Santa Clarita,CA,91163,High Value,,2,165.13,82.56,0
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,2020-04-26,Santa Clarita,CA,95024,New Customer,2025-10-19,2,167.8,83.9,0
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,2025-05-31,Fresno,CA,91960,Low Value,,2,229.32,114.66,0
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,2020-03-19,Bakersfield,CA,91544,At Risk,2025-12-25,4,386.9,96.72,1
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063,No,2021-02-27,San Diego,CA,93286,Low Value,2025-11-01,1,101.63,101.63,0
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44,No,2025-04-20,San Francisco,CA,93200,Medium Value,,3,192.62,64.21,1
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,2025-01-23,Los Angeles,CA,93676,At Risk,2025-10-10,5,486.08,97.22,1
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,2025-06-22,Sacramento,CA,95015,At Risk,,4,364.62,91.16,1
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,2024-04-01,San Jose,CA,93656,New Customer,2025-10-14,2,92.08,46.04,0
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,2025-11-09,Bakersfield,CA,93637,Medium Value,2025-11-05,3,299.02,99.67,0
